,ids
373,296014
374,427086
375,427088
376,394323
377,427093
378,427096
379,427097
380,623712
381,1049704
382,230506
383,689262
384,590963
385,394360
386,361592
387,820346
388,525436
389,132232
390,230539
391,132236
392,492685
393,394382
394,590991
395,165013
396,853145
397,525469
398,918691
399,722087
400,722088
401,754858
402,722090
403,722092
404,722093
405,722094
406,722095
407,722096
408,722097
409,230579
410,722100
411,722101
412,722102
413,722099
414,722105
415,328891
416,230588
417,197821
418,165053
419,722108
420,722109
421,722113
422,722114
423,722112
424,722116
425,296133
426,328902
427,328903
428,197831
429,328905
430,296137
431,328906
432,459980
433,328907
434,230599
435,722127
436,722125
437,394449
438,328914
439,328915
440,328916
441,722133
442,722132
443,722135
444,722131
445,722136
446,525530
447,328923
448,230619
449,394452
450,296149
451,296159
452,230625
453,197858
454,689385
455,328946
456,230645
457,263414
458,132344
459,1180921
460,197882
461,394489
462,525574
463,132363
464,328978
465,328980
466,394518
467,361752
468,197919
469,1049887
470,328993
471,328994
472,328992
473,361764
474,328998
475,329001
476,1082673
477,361786
478,329020
479,230743
480,1115480
481,263524
482,1115495
483,853357
484,230767
485,361839
486,263536
487,198002
488,1017202
489,296322
490,296324
491,296326
492,263563
493,951692
494,296333
495,492949
496,329110
497,591261
498,1115554
499,329122
500,361896
501,296362
502,198060
503,263597
504,296366
505,198062
506,230836
507,329144
508,329149
509,656831
510,656832
511,230849
512,656836
513,656837
514,230854
515,656842
516,230861
517,230862
518,394703
519,427472
520,263632
521,263631
522,329171
523,263634
524,230867
525,230864
526,1017302
527,525785
528,296410
529,1148378
530,165340
531,230880
532,1148386
533,230882
534,656868
535,427494
536,853478
537,329194
538,230896
539,460275
540,296436
541,296439
542,296441
543,329210
544,329215
545,460293
546,230917
547,853511
548,558603
549,230924
550,198166
551,198167
552,427545
553,230938
554,362011
555,198179
556,296490
557,198187
558,296498
559,591412
560,198200
561,230974
562,919102
563,198210
564,198211
565,198214
566,230982
567,198215
568,525899
569,820813
570,263762
571,951892
572,198228
573,231001
574,329305
575,427613
576,329317
577,469254
578,394860
579,231020
580,394864
581,231025
582,296571
583,1115774
584,231039
585,329348
586,231045
587,198277
588,296583
589,231050
590,329356
591,460429
592,231054
593,198287
594,394896
595,296594
596,296595
597,853653
598,394904
599,263833
600,263834
601,394908
602,231082
603,198318
604,231088
605,394929
606,755390
607,853694
608,1083077
609,296646
610,1083079
611,1083082
612,263892
613,1050330
614,591583
615,198368
616,263905
617,329441
618,591589
619,591591
620,231145
621,362219
622,198384
623,296689
624,231156
625,1115896
626,624380
627,886529
628,657156
629,755463
630,165640
631,657160
632,395015
633,657163
634,558860
635,1083145
636,329486
637,624400
638,231190
639,231191
640,362270
641,1083167
642,1083173
643,755493
644,231207
645,231205
646,231211
647,198443
648,296752
649,231229
650,231232
651,231237
652,264009
653,231242
654,231255
655,231257
656,919388
657,231261
658,231262
659,231263
660,657248
661,329569
662,296800
663,329571
664,427876
665,264031
666,755561
667,165739
668,919419
669,34684
670,231291
671,296828
672,493442
673,296835
674,264068
675,296837
676,231301
677,427912
678,558985
679,231308
680,1181582
681,296853
682,362397
683,952223
684,493472
685,460706
686,722851
687,329636
688,231333
689,362407
690,231337
691,231341
692,657329
693,264114
694,198582
695,690106
696,198594
697,559053
698,559065
699,1116129
700,657378
701,231394
702,985060
703,165864
704,231401
705,1050602
706,788461
707,231408
708,559089
709,231413
710,919542
711,854013
712,821246
713,690174
714,460800
715,428037
716,231430
717,690183
718,362510
719,886799
720,362512
721,886800
722,362515
723,264213
724,264224
725,460838
726,264238
727,231471
728,1017906
729,231474
730,362551
731,362565
732,395342
733,231502
734,264272
735,231505
736,362575
737,690268
738,460901
739,297064
740,198762
741,329835
742,231530
743,231543
744,329847
745,231545
746,1017983
747,362623
748,231553
749,231556
750,362630
751,231558
752,460939
753,460940
754,460941
755,460942
756,460943
757,460944
758,460945
759,460946
760,428174
761,460948
762,428172
763,460950
764,460951
765,657555
766,460953
767,657554
768,657563
769,231588
770,231589
771,264361
772,395437
773,1050801
774,657585
775,264371
776,657594
777,166076
778,821436
779,657596
780,100542
781,100544
782,231616
783,231617
784,690372
785,231622
786,231624
787,493769
788,231625
789,231627
790,329934
791,428248
792,395481
793,231642
794,493789
795,231646
796,264416
797,493796
798,198892
799,231662
800,198895
801,559349
802,559351
803,919806
804,919807
805,395521
806,297218
807,559363
808,231683
809,264451
810,788741
811,231688
812,821514
813,231690
814,493836
815,329998
816,264474
817,231707
818,297244
819,231711
820,264485
821,330021
822,657703
823,231720
824,297257
825,461100
826,264495
827,624945
828,592177
829,559412
830,362808
831,231736
832,231740
833,493885
834,264512
835,133441
836,788808
837,362825
838,166218
839,657736
840,198994
841,264531
842,526677
843,657765
844,199015
845,166248
846,657767
847,264556
848,1182061
849,985454
850,395640
851,1182076
852,166271
853,690560
854,461184
855,231809
856,461187
857,330116
858,526723
859,297344
860,297358
861,592276
862,297365
863,362900
864,297366
865,493978
866,559517
867,231842
868,428451
869,1083814
870,166310
871,428456
872,231846
873,526763
874,428461
875,231856
876,428466
877,1083830
878,952768
879,231877
880,231879
881,166343
882,330186
883,821708
884,199120
885,231888
886,199122
887,199123
888,362966
889,199153
890,297460
891,821751
892,264702
893,231935
894,264706
895,264707
896,100868
897,657932
898,395791
899,625167
900,297493
901,952856
902,1182233
903,428571
904,297502
905,264739
906,821797
907,297511
908,789033
909,297514
910,821804
911,461366
912,657974
913,264760
914,395837
915,330301
916,625223
917,68179
918,1149524
919,232022
920,330327
921,264797
922,625247
923,363109
924,232037
925,297573
926,690798
927,232048
928,199280
929,297587
930,297588
931,232051
932,502025
933,232055
934,199290
935,133758
936,363144
937,232078
938,297623
939,363165
940,363166
941,133790
942,199328
943,723618
944,723619
945,232100
946,658083
947,199334
948,363174
949,723623
950,232105
951,821932
952,199341
953,199340
954,199343
955,133805
956,232113
957,199350
958,461501
959,625344
960,494278
961,395976
962,264906
963,264907
964,264908
965,264909
966,199373
967,232146
968,199379
969,395987
970,264922
971,461533
972,756446
973,166624
974,527073
975,166627
976,559845
977,232167
978,232175
979,756467
980,330486
981,396023
982,199420
983,232191
984,199423
985,690945
986,166659
987,166660
988,887557
989,363268
990,789254
991,625414
992,527109
993,854800
994,461606
995,232234
996,396075
997,330553
998,265020
999,592701
1000,297790
1001,527166
1002,789312
1003,461636
1004,559941
1005,232267
1006,953165
1007,428878
1008,363348
1009,166746
1010,428893
1011,199534
1012,887664
1013,199536
1014,494458
1015,199546
1016,691069
1017,789375
1018,232320
1019,560004
1020,199556
1021,297862
1022,265093
1023,396168
1024,428938
1025,199568
1026,199570
1027,199571
1028,199573
1029,330646
1030,199576
1031,199578
1032,199581
1033,1084317
1034,723875
1035,166822
1036,199591
1037,625576
1038,625578
1039,428976
1040,1084339
1041,101299
1042,265145
1043,232377
1044,854971
1045,1018812
1046,363459
1047,297927
1048,265159
1049,1051596
1050,1051597
1051,396236
1052,691157
1053,166873
1054,166878
1055,166879
1056,232418
1057,232427
1058,1084398
1059,625656
1060,199675
1061,199676
1062,297982
1063,658431
1064,527361
1065,723969
1066,232467
1067,298004
1068,1117205
1069,232469
1070,396312
1071,756768
1072,592932
1073,330788
1074,199723
1075,887853
1076,887854
1077,658479
1078,363568
1079,363567
1080,1084467
1081,1051703
1082,330812
1083,232514
1084,166981
1085,232517
1086,658503
1087,199753
1088,494669
1089,494677
1090,691287
1091,265306
1092,265308
1093,363612
1094,199782
1095,265323
1096,68721
1097,68724
1098,265334
1099,68727
1100,68728
1101,1051768
1102,527481
1103,232566
1104,167032
1105,232573
1106,855160
1107,68726
1108,265349
1109,199818
1110,199825
1111,298131
1112,232599
1113,1150105
1114,298138
1115,232601
1116,855197
1117,330910
1118,232607
1119,363680
1120,658593
1121,232610
1122,330915
1123,429220
1124,298154
1125,494764
1126,363693
1127,330928
1128,232626
1129,330932
1130,789685
1131,232632
1132,298172
1133,953534
1134,298177
1135,1182916
1136,167115
1137,789709
1138,560333
1139,199887
1140,298192
1141,298193
1142,363731
1143,1150171
1144,756962
1145,345839
1146,134374
1147,199913
1148,330986
1149,658667
1150,756970
1151,265453
1152,396526
1153,527599
1154,527602
1155,527605
1156,789753
1157,199929
1158,789756
1159,396542
1160,232705
1161,298242
1162,1084680
1163,134411
1164,265490
1165,1150227
1166,331032
1167,888089
1168,724250
1169,232731
1170,265501
1171,167198
1172,265503
1173,494880
1174,232761
1175,855363
1176,494919
1177,527697
1178,691538
1179,691539
1180,691537
1181,1183063
1182,494936
1183,593242
1184,101724
1185,396644
1186,855398
1187,527718
1188,232810
1189,757098
1190,626031
1191,396658
1192,363891
1193,658816
1194,265605
1195,232840
1196,167305
1197,232843
1198,265612
1199,298380
1200,494991
1201,298392
1202,200089
1203,331163
1204,331164
1205,298398
1206,232869
1207,495021
1208,200119
1209,363960
1210,298423
1211,232891
1212,363965
1213,1084865
1214,298434
1215,232898
1216,396742
1217,396743
1218,298442
1219,626123
1220,822734
1221,626128
1222,331221
1223,298454
1224,429525
1225,200155
1226,757212
1227,363996
1228,232927
1229,1019361
1230,462321
1231,855547
1232,200191
1233,626176
1234,855557
1235,134666
1236,429579
1237,298508
1238,1150480
1239,200211
1240,757268
1241,593438
1242,331294
1243,298531
1244,232995
1245,167466
1246,331307
1247,1117741
1248,1183279
1249,265775
1250,691766
1251,331318
1252,265785
1253,364090
1254,364093
1255,298558
1256,691779
1257,462404
1258,331335
1259,396872
1260,462409
1261,265801
1262,167502
1263,462420
1264,953941
1265,953942
1266,953943
1267,200280
1268,167513
1269,298586
1270,167515
1271,265818
1272,331357
1273,331365
1274,200294
1275,101998
1276,233077
1277,495222
1278,233078
1279,495224
1280,495227
1281,495228
1282,233086
1283,167550
1284,429700
1285,659089
1286,233106
1287,396948
1288,167575
1289,528033
1290,265905
1291,462521
1292,560827
1293,593598
1294,462527
1295,1085120
1296,1019586
1297,298694
1298,200401
1299,265943
1300,200409
1301,790242
1302,1150695
1303,528107
1304,200427
1305,429807
1306,331511
1307,233208
1308,167673
1309,659201
1310,200451
1311,691971
1312,888586
1313,167699
1314,298772
1315,167701
1316,167703
1317,691993
1318,691996
1319,298782
1320,200481
1321,397094
1322,167725
1323,397106
1324,167733
1325,790327
1326,200504
1327,298809
1328,298810
1329,823099
1330,331578
1331,200521
1332,331594
1333,462668
1334,167759
1335,200528
1336,298837
1337,397144
1338,200548
1339,495460
1340,397158
1341,692077
1342,397167
1343,298863
1344,233330
1345,724852
1346,528247
1347,397179
1348,298876
1349,233341
1350,495492
1351,200580
1352,561030
1353,200588
1354,233364
1355,1052574
1356,593823
1357,790438
1358,298921
1359,462768
1360,757684
1361,987061
1362,987063
1363,331705
1364,298939
1365,200637
1366,888770
1367,888773
1368,266182
1369,331719
1370,298952
1371,364489
1372,757709
1373,233423
1374,298960
1375,724943
1376,397266
1377,331734
1378,298967
1379,331736
1380,102362
1381,495579
1382,724956
1383,331741
1384,397282
1385,823272
1386,200685
1387,397295
1388,495600
1389,200689
1390,593906
1391,331767
1392,233466
1393,1052667
1394,233479
1395,233481
1396,331793
1397,200721
1398,856083
1399,200725
1400,856086
1401,167960
1402,659481
1403,462877
1404,495645
1405,200735
1406,331810
1407,856102
1408,626728
1409,200745
1410,397354
1411,626731
1412,856108
1413,135213
1414,266286
1415,430131
1416,1151052
1417,626771
1418,168020
1419,168022
1420,1151066
1421,495714
1422,790626
1423,233574
1424,233576
1425,397419
1426,331883
1427,1085552
1428,168051
1429,1118324
1430,462965
1431,200826
1432,594043
1433,233594
1434,921725
1435,528512
1436,200837
1437,594064
1438,397456
1439,331924
1440,397462
1441,266399
1442,4258
1443,397475
1444,397479
1445,331943
1446,659627
1447,659628
1448,987314
1449,233659
1450,200895
1451,168128
1452,594113
1453,200900
1454,659654
1455,233671
1456,659658
1457,168145
1458,266452
1459,200918
1460,331996
1461,168163
1462,299237
1463,299242
1464,463086
1465,725231
1466,200942
1467,463093
1468,1183997
1469,364804
1470,233734
1471,168200
1472,332044
1473,987404
1474,954648
1475,266521
1476,266522
1477,430373
1478,233771
1479,266540
1480,725293
1481,266542
1482,725295
1483,201010
1484,201022
1485,168257
1486,332109
1487,299345
1488,233813
1489,495959
1490,201049
1491,659802
1492,1151329
1493,823657
1494,201066
1495,725356
1496,233837
1497,561518
1498,725359
1499,725360
1500,168305
1501,299377
1502,1184115
1503,201076
1504,725365
1505,725363
1506,201079
1507,528759
1508,233849
1509,135546
1510,233851
1511,201084
1512,725372
1513,725374
1514,168319
1515,168320
1516,856449
1517,725378
1518,725376
1519,725380
1520,266629
1521,725382
1522,725386
1523,725387
1524,725388
1525,725389
1526,725390
1527,725391
1528,725392
1529,233873
1530,725394
1531,725393
1532,299417
1533,233881
1534,364960
1535,201128
1536,823723
1537,201132
1538,168366
1539,201136
1540,725426
1541,594355
1542,201142
1543,725431
1544,201145
1545,70074
1546,102855
1547,102862
1548,102865
1549,201177
1550,266715
1551,266717
1552,1053150
1553,266720
1554,823777
1555,561639
1556,168426
1557,954858
1558,430571
1559,266738
1560,627188
1561,856565
1562,463359
1563,430604
1564,365069
1565,365074
1566,201235
1567,954902
1568,266775
1569,954907
1570,266782
1571,692767
1572,561696
1573,299552
1574,332323
1575,266797
1576,332337
1577,135735
1578,266809
1579,332352
1580,201282
1581,725573
1582,332362
1583,299599
1584,463440
1585,922196
1586,627287
1587,430687
1588,594531
1589,496232
1590,1151593
1591,889448
1592,1118828
1593,856684
1594,594540
1595,234094
1596,594545
1597,496242
1598,332404
1599,1151609
1600,332410
1601,791163
1602,627324
1603,397955
1604,201350
1605,856710
1606,234124
1607,299663
1608,168592
1609,627345
1610,201360
1611,201361
1612,1118863
1613,529047
1614,168610
1615,594602
1616,168620
1617,234157
1618,168626
1619,266955
1620,430796
1621,201422
1622,201426
1623,234201
1624,758492
1625,168672
1626,168676
1627,496357
1628,299749
1629,332519
1630,889574
1631,299753
1632,201449
1633,234214
1634,758501
1635,725740
1636,725742
1637,725743
1638,725736
1639,725745
1640,725746
1641,725749
1642,725750
1643,725754
1644,725758
1645,725760
1646,725761
1647,430858
1648,398091
1649,1151756
1650,201485
1651,234256
1652,267025
1653,332563
1654,594710
1655,660248
1656,332575
1657,332579
1658,234276
1659,332582
1660,1053480
1661,332585
1662,234281
1663,398127
1664,725810
1665,168758
1666,791358
1667,168767
1668,168768
1669,365376
1670,1053506
1671,332611
1672,430915
1673,365381
1674,365379
1675,824126
1676,267083
1677,201549
1678,201550
1679,267087
1680,267088
1681,168802
1682,332645
1683,332653
1684,267120
1685,955249
1686,430968
1687,267129
1688,332666
1689,299900
1690,299903
1691,365441
1692,332676
1693,693124
1694,299915
1695,332690
1696,299926
1697,299927
1698,299932
1699,168864
1700,299943
1701,725929
1702,299946
1703,365494
1704,529336
1705,1086393
1706,332729
1707,201658
1708,299964
1709,168893
1710,529345
1711,201666
1712,299971
1713,660420
1714,267205
1715,168903
1716,594888
1717,299977
1718,299978
1719,889799
1720,201676
1721,332750
1722,299984
1723,332753
1724,299985
1725,299990
1726,398298
1727,332763
1728,299996
1729,398309
1730,365542
1731,398311
1732,300010
1733,332778
1734,758766
1735,857076
1736,300021
1737,758772
1738,889844
1739,300024
1740,627706
1741,496637
1742,201726
1743,496640
1744,201728
1745,300034
1746,988163
1747,529413
1748,300039
1749,300040
1750,857102
1751,857108
1752,201749
1753,300054
1754,300056
1755,201752
1756,300064
1757,300065
1758,431139
1759,758819
1760,267301
1761,300067
1762,201767
1763,300075
1764,201772
1765,1053741
1766,234539
1767,463919
1768,300079
1769,201777
1770,300082
1771,70706
1772,201783
1773,234552
1774,300090
1775,234555
1776,300096
1777,693318
1778,234567
1779,1184841
1780,300122
1781,234587
1782,791647
1783,300128
1784,300129
1785,300130
1786,300131
1787,595040
1788,463973
1789,660581
1790,300135
1791,267360
1792,300138
1793,267370
1794,169068
1795,1021035
1796,201847
1797,201850
1798,431228
1799,693383
1800,234634
1801,267410
1802,267412
1803,300181
1804,398486
1805,201881
1806,234657
1807,726178
1808,1021092
1809,496807
1810,398509
1811,890031
1812,890035
1813,890036
1814,1086653
1815,267462
1816,529608
1817,267464
1818,758986
1819,201935
1820,136400
1821,300242
1822,300244
1823,1119452
1824,300256
1825,660704
1826,136418
1827,529637
1828,791784
1829,529641
1830,1086701
1831,1086704
1832,267511
1833,169209
1834,496896
1835,169219
1836,267526
1837,201992
1838,693513
1839,988427
1840,759053
1841,300302
1842,300303
1843,136466
1844,300307
1845,300309
1846,300311
1847,300313
1848,693530
1849,759067
1850,267550
1851,333086
1852,300320
1853,300329
1854,103731
1855,1152307
1856,595251
1857,300344
1858,1086777
1859,300346
1860,300349
1861,1086781
1862,398656
1863,300355
1864,464196
1865,300357
1866,431430
1867,300356
1868,333136
1869,431446
1870,562522
1871,234843
1872,169310
1873,759136
1874,202083
1875,300387
1876,824679
1877,234856
1878,169322
1879,202091
1880,202093
1881,1119599
1882,202096
1883,562544
1884,497008
1885,202105
1886,169343
1887,202112
1888,267652
1889,1119620
1890,202116
1891,136585
1892,333203
1893,300436
1894,202132
1895,202139
1896,202141
1897,267681
1898,300449
1899,497063
1900,234921
1901,202156
1902,464301
1903,169395
1904,300470
1905,202176
1906,234951
1907,267723
1908,234956
1909,267726
1910,267727
1911,300495
1912,267729
1913,267730
1914,267731
1915,267736
1916,464345
1917,267737
1918,267739
1919,890332
1920,267741
1921,267740
1922,759263
1923,202214
1924,267752
1925,693739
1926,398828
1927,398829
1928,300525
1929,234993
1930,398836
1931,202233
1932,628225
1933,1185281
1934,464387
1935,202244
1936,202245
1937,988685
1938,267790
1939,333330
1940,202262
1941,267801
1942,300581
1943,235046
1944,267818
1945,136748
1946,267836
1947,235071
1948,464448
1949,890452
1950,235093
1951,136795
1952,333404
1953,366173
1954,759393
1955,333411
1956,267875
1957,988775
1958,267880
1959,169578
1960,792171
1961,988782
1962,267889
1963,300659
1964,300663
1965,988797
1966,267905
1967,333442
1968,366211
1969,267909
1970,497287
1971,1054347
1972,136850
1973,661140
1974,1056240
1975,300705
1976,267938
1977,169635
1978,693924
1979,333477
1980,1054370
1981,169642
1982,169644
1983,366253
1984,235183
1985,300723
1986,333492
1987,399029
1988,235190
1989,300735
1990,595647
1991,300738
1992,267978
1993,759500
1994,235213
1995,595667
1996,693973
1997,235222
1998,202455
1999,366297
2000,1087198
2001,268003
2002,595686
2003,169707
2004,169709
2005,464625
2006,431857
2007,399093
2008,431865
2009,169722
2010,464634
2011,202495
2012,366337
2013,300801
2014,235272
2015,235275
2016,562958
2017,923408
2018,431888
2019,235282
2020,333587
2021,1054487
2022,333593
2023,923422
2024,169758
2025,202527
2026,300834
2027,694051
2028,1120036
2029,235299
2030,595752
2031,1120040
2032,300843
2033,300847
2034,988977
2035,300850
2036,562995
2037,661301
2038,300855
2039,857914
2040,300859
2041,268092
2042,169789
2043,169790
2044,759613
2045,169794
2046,169795
2047,300867
2048,268102
2049,169798
2050,661323
2051,825164
2052,235341
2053,202575
2054,497491
2055,464724
2056,825171
2057,300883
2058,169813
2059,71514
2060,497500
2061,530269
2062,726879
2063,530271
2064,169824
2065,595811
2066,300903
2067,1054568
2068,202604
2069,300909
2070,248682
2071,202608
2072,497521
2073,235388
2074,169853
2075,169855
2076,300928
2077,268160
2078,169858
2079,169860
2080,137093
2081,169862
2082,169864
2083,169865
2084,169866
2085,268169
2086,104329
2087,202634
2088,268179
2089,628630
2090,169881
2091,202651
2092,661405
2093,235425
2094,1054625
2095,497579
2096,202678
2097,268216
2098,759746
2099,661447
2100,235468
2101,432077
2102,890828
2103,923599
2104,432076
2105,202707
2106,301014
2107,235480
2108,235488
2109,1120226
2110,235492
2111,858085
2112,235494
2113,235495
2114,923621
2115,301037
2116,301038
2117,923629
2118,301043
2119,333819
2120,235516
2121,301053
2122,1021949
2123,235520
2124,71682
2125,301058
2126,759818
2127,301079
2128,301080
2129,563224
2130,202778
2131,858139
2132,268313
2133,170039
2134,202807
2135,1087547
2136,235588
2137,792645
2138,1054794
2139,923725
2140,268370
2141,432212
2142,235606
2143,301143
2144,268377
2145,727129
2146,366683
2147,1120347
2148,432217
2149,202847
2150,137312
2151,301153
2152,825443
2153,825447
2154,170090
2155,923754
2156,301163
2157,694384
2158,235643
2159,301181
2160,366718
2161,596096
2162,399492
2163,268421
2164,399494
2165,301199
2166,366739
2167,399519
2168,465063
2169,268456
2170,104620
2171,497837
2172,1087660
2173,694448
2174,334011
2175,891069
2176,530623
2177,170178
2178,563394
2179,792772
2180,628934
2181,399558
2182,366793
2183,202960
2184,170194
2185,202963
2186,1022167
2187,956634
2188,792798
2189,334046
2190,792806
2191,268518
2192,334054
2193,202986
2194,334070
2195,1153270
2196,268536
2197,923900
2198,301308
2199,923903
2200,301314
2201,301316
2202,301323
2203,235803
2204,203039
2205,301344
2206,268575
2207,530725
2208,760103
2209,235821
2210,301358
2211,334130
2212,104755
2213,203059
2214,203064
2215,596281
2216,301370
2217,268603
2218,497979
2219,203067
2220,661820
2221,465213
2222,301377
2223,301381
2224,334151
2225,366920
2226,301385
2227,301383
2228,465231
2229,1087823
2230,301396
2231,137563
2232,301408
2233,301409
2234,301412
2235,498021
2236,301415
2237,235881
2238,301421
2239,235887
2240,203124
2241,301439
2242,366985
2243,432526
2244,694675
2245,268692
2246,629141
2247,530845
2248,367005
2249,498078
2250,367008
2251,301472
2252,399786
2253,203181
2254,661936
2255,530865
2256,203186
2257,137654
2258,268727
2259,137656
2260,301497
2261,596414
2262,170434
2263,268752
2264,334289
2265,268755
2266,432596
2267,268758
2268,498134
2269,203233
2270,301543
2271,858606
2272,596465
2273,203251
2274,236021
2275,432631
2276,498169
2277,236028
2278,72190
2279,203264
2280,301570
2281,268807
2282,268815
2283,399891
2284,236052
2285,236056
2286,301593
2287,268825
2288,236059
2289,268826
2290,236060
2291,203294
2292,530972
2293,1153570
2294,268835
2295,367140
2296,334373
2297,203304
2298,268842
2299,203308
2300,203310
2301,203321
2302,203322
2303,498236
2304,203325
2305,367166
2306,1022526
2307,432702
2308,203327
2309,268868
2310,203336
2311,989772
2312,203346
2313,203351
2314,236120
2315,203358
2316,629343
2317,301664
2318,989792
2319,268900
2320,662117
2321,465510
2322,203367
2323,301673
2324,596588
2325,1055340
2326,301682
2327,760436
2328,629364
2329,268916
2330,105082
2331,858746
2332,694907
2333,301693
2334,858750
2335,236156
2336,432762
2337,858753
2338,793217
2339,203391
2340,858756
2341,858757
2342,301703
2343,170632
2344,268940
2345,301712
2346,203409
2347,301717
2348,301719
2349,301721
2350,203422
2351,400032
2352,957088
2353,498336
2354,334496
2355,662176
2356,432804
2357,72359
2358,301738
2359,531119
2360,236208
2361,498357
2362,858806
2363,596667
2364,268988
2365,268989
2366,891582
2367,203453
2368,1055424
2369,268993
2370,203451
2371,793290
2372,367317
2373,334555
2374,858845
2375,301792
2376,269025
2377,858851
2378,498415
2379,531183
2380,137968
2381,269043
2382,793334
2383,170744
2384,170750
2385,170752
2386,793346
2387,1088260
2388,203534
2389,629527
2390,170776
2391,269081
2392,1088281
2393,301854
2394,170783
2395,236324
2396,301863
2397,334632
2398,334644
2399,367412
2400,334647
2401,432954
2402,203579
2403,531261
2404,367423
2405,203583
2406,203588
2407,203591
2408,269128
2409,72525
2410,793421
2411,1055567
2412,531279
2413,170834
2414,203602
2415,203604
2416,957271
2417,826201
2418,203610
2419,990043
2420,1055582
2421,760675
2422,236390
2423,236391
2424,990056
2425,1055590
2426,72559
2427,662384
2428,1153905
2429,203634
2430,793459
2431,1055604
2432,990071
2433,203644
2434,334719
2435,1055619
2436,203651
2437,203653
2438,236425
2439,334730
2440,203662
2441,269200
2442,400272
2443,203664
2444,433043
2445,203676
2446,334763
2447,301996
2448,1022894
2449,203696
2450,859057
2451,203698
2452,924600
2453,990141
2454,924606
2455,334790
2456,859087
2457,203734
2458,760792
2459,531422
2460,138217
2461,564204
2462,302064
2463,891896
2464,334847
2465,433152
2466,72710
2467,498700
2468,334865
2469,203802
2470,498715
2471,498717
2472,859170
2473,203813
2474,531494
