,ids
428,592262
429,166278
430,67978
431,199054
432,67987
433,2454
434,1083806
435,35232
436,854435
437,723365
438,1116583
439,100779
440,35247
441,68024
442,362940
443,395708
444,100796
445,199105
446,592323
447,199109
448,199110
449,1083846
450,35272
451,756169
452,920014
453,1149392
454,559572
455,723420
456,723421
457,100833
458,920042
459,592370
460,526838
461,35324
462,133634
463,395779
464,297475
465,264710
466,100889
467,494106
468,35358
469,100895
470,789028
471,428580
472,264743
473,297513
474,821803
475,68140
476,461361
477,789043
478,789044
479,395830
480,526912
481,68161
482,526917
483,330317
484,789071
485,297554
486,985690
487,166494
488,592482
489,35429
490,232039
491,985713
492,264829
493,592510
494,395904
495,821893
496,264837
497,35471
498,133778
499,68246
500,723622
501,101031
502,789161
503,690867
504,1018550
505,68285
506,297681
507,920275
508,985819
509,330464
510,789244
511,101122
512,68362
513,854806
514,232217
515,35613
516,133918
517,232225
518,789285
519,1116965
520,2856
521,2857
522,35626
523,363307
524,232232
525,68398
526,428847
527,559933
528,35647
529,133952
530,559936
531,953153
532,133955
533,559940
534,461639
535,723783
536,68425
537,920406
538,297828
539,1149804
540,494446
541,396142
542,265078
543,35714
544,101251
545,297863
546,396169
547,330634
548,35728
549,35731
550,1051540
551,297877
552,330650
553,560027
554,68513
555,723890
556,297907
557,68532
558,68533
559,68535
560,68541
561,625597
562,68542
563,265154
564,68547
565,68548
566,1084354
567,1051595
568,101326
569,232400
570,1149908
571,986071
572,35801
573,101353
574,199662
575,35823
576,297969
577,232435
578,35830
579,691191
580,265215
581,101376
582,68610
583,297987
584,592901
585,855049
586,298010
587,330779
588,101405
589,756766
590,724007
591,68648
592,232489
593,68650
594,330797
595,68655
596,35900
597,1150022
598,855122
599,265302
600,396376
601,68696
602,592986
603,724058
604,35934
605,855135
606,232544
607,1084515
608,330859
609,68725
610,134261
611,35962
612,789637
613,68748
614,724123
615,920744
616,101547
617,36016
618,1051833
619,625854
620,330944
621,855235
622,363717
623,167116
624,36045
625,101588
626,789721
627,36061
628,134369
629,888035
630,855276
631,855279
632,691441
633,101624
634,101626
635,1051900
636,68872
637,134422
638,167190
639,363801
640,36124
641,199966
642,36130
643,36131
644,527656
645,986413
646,1084718
647,36144
648,920882
649,429364
650,920887
651,36153
652,396610
653,265539
654,363850
655,757077
656,527705
657,527715
658,36195
659,134505
660,789871
661,429427
662,429437
663,626050
664,68997
665,691590
666,134536
667,36235
668,36237
669,232849
670,527764
671,134551
672,167320
673,134554
674,658848
675,658850
676,3511
677,658877
678,1052110
679,134607
680,1150416
681,855528
682,331245
683,134640
684,3580
685,134656
686,790020
687,691719
688,167443
689,69142
690,396824
691,658971
692,265755
693,462366
694,462368
695,462369
696,462370
697,560674
698,724516
699,167464
700,331310
701,298543
702,527920
703,724531
704,167479
705,200254
706,265792
707,69187
708,790084
709,331336
710,396884
711,429658
712,69212
713,757342
714,757358
715,36470
716,560771
717,36496
718,560791
719,102039
720,102044
721,790175
722,691872
723,69282
724,36531
725,954036
726,954037
727,102068
728,921274
729,36538
730,495294
731,593600
732,265922
733,36551
734,69322
735,462539
736,36556
737,69325
738,233166
739,69327
740,397012
741,36569
742,69339
743,265954
744,36585
745,36587
746,429810
747,36594
748,790262
749,134904
750,69368
751,36601
752,36608
753,1052417
754,36620
755,167696
756,102179
757,298808
758,397116
759,1052479
760,36671
761,266072
762,298845
763,593759
764,462690
765,36708
766,397157
767,266086
768,69479
769,266092
770,790381
771,266093
772,1052524
773,69495
774,397176
775,167804
776,790413
777,1052560
778,331669
779,364440
780,593825
781,102308
782,1052589
783,36790
784,102332
785,102335
786,233410
787,36809
788,36812
789,495567
790,659411
791,659412
792,659413
793,36831
794,266209
795,266210
796,528358
797,331750
798,495598
799,102383
800,266222
801,1118193
802,102386
803,823283
804,331769
805,823290
806,36864
807,331778
808,1085443
809,692238
810,430096
811,1085459
812,167958
813,1052706
814,1052709
815,1052710
816,462886
817,430123
818,4148
819,462918
820,200780
821,528461
822,135245
823,135252
824,36952
825,200798
826,69730
827,135274
828,102506
829,4204
830,200815
831,266363
832,200833
833,462987
834,790674
835,528530
836,266386
837,1085589
838,69779
839,168082
840,397476
841,987313
842,364734
843,299213
844,463056
845,168144
846,463069
847,299229
848,757984
849,823520
850,69858
851,200938
852,102636
853,528626
854,856316
855,200961
856,200964
857,397575
858,430345
859,397579
860,921868
861,299277
862,37134
863,430368
864,921889
865,168231
866,692548
867,69958
868,659788
869,37196
870,37199
871,659794
872,37203
873,37205
874,299352
875,495964
876,856417
877,528738
878,69987
879,37224
880,856439
881,37248
882,332162
883,856451
884,70027
885,332175
886,364946
887,102803
888,102811
889,37276
890,70053
891,528811
892,102835
893,37312
894,37314
895,561611
896,37328
897,4564
898,201181
899,758240
900,168422
901,135660
902,70130
903,135667
904,791034
905,70140
906,70142
907,135679
908,70155
909,70163
910,70175
911,70177
912,4644
913,758316
914,135728
915,332336
916,430645
917,37432
918,430649
919,430655
920,37440
921,528968
922,463434
923,266829
924,168532
925,37473
926,1151588
927,561768
928,561769
929,103020
930,397933
931,594542
932,103022
933,823925
934,266871
935,70268
936,37500
937,463484
938,70273
939,299651
940,70279
941,37514
942,529038
943,70287
944,135830
945,889500
946,234159
947,201398
948,365245
949,856779
950,103116
951,561870
952,135909
953,529125
954,103145
955,332522
956,1053425
957,1053428
958,37625
959,594683
960,561917
961,37643
962,168718
963,1020690
964,37651
965,758553
966,758561
967,1053476
968,463659
969,627500
970,496429
971,70450
972,267060
973,529205
974,37687
975,4922
976,758586
977,627519
978,496456
979,4942
980,4944
981,37715
982,529240
983,4953
984,4960
985,136035
986,562048
987,1020802
988,37776
989,70545
990,70546
991,70554
992,70559
993,37792
994,299938
995,299942
996,37798
997,201639
998,791470
999,758703
1000,5038
1001,660403
1002,1020859
1003,365508
1004,136133
1005,365510
1006,299980
1007,201678
1008,529360
1009,1020886
1010,1053657
1011,955361
1012,332769
1013,37862
1014,463848
1015,37869
1016,1053683
1017,1053687
1018,300023
1019,37885
1020,1053703
1021,1053705
1022,1053706
1023,1053707
1024,37907
1025,693269
1026,496667
1027,300062
1028,922660
1029,169001
1030,726058
1031,1053739
1032,463926
1033,300087
1034,627767
1035,955452
1036,955454
1037,955458
1038,463953
1039,37970
1040,37981
1041,431198
1042,70750
1043,758882
1044,1021032
1045,463982
1046,922741
1047,398457
1048,496770
1049,365702
1050,857240
1051,398491
1052,38044
1053,529567
1054,267435
1055,1021107
1056,1053890
1057,1152195
1058,627910
1059,103622
1060,365773
1061,627918
1062,726226
1063,922834
1064,38111
1065,38112
1066,693484
1067,38133
1068,267510
1069,529655
1070,300281
1071,824575
1072,464127
1073,136448
1074,464129
1075,726276
1076,693509
1077,824581
1078,824586
1079,38158
1080,103700
1081,300315
1082,38179
1083,70956
1084,300341
1085,300345
1086,38212
1087,38227
1088,38228
1089,759127
1090,464221
1091,496990
1092,464223
1093,38239
1094,365921
1095,71007
1096,464228
1097,464231
1098,857448
1099,464234
1100,955758
1101,202094
1102,464244
1103,267647
1104,71040
1105,300422
1106,169366
1107,464280
1108,333209
1109,464284
1110,71074
1111,169380
1112,202151
1113,497064
1114,595370
1115,923051
1116,267696
1117,398776
1118,333249
1119,693722
1120,136681
1121,202225
1122,71153
1123,628211
1124,628212
1125,628213
1126,333298
1127,38401
1128,38403
1129,726532
1130,333324
1131,333325
1132,38413
1133,398864
1134,267794
1135,300565
1136,300567
1137,398872
1138,300569
1139,661021
1140,824862
1141,366110
1142,398883
1143,857640
1144,398889
1145,38441
1146,1119789
1147,955952
1148,529970
1149,169523
1150,955973
1151,464453
1152,235079
1153,464467
1154,792153
1155,824924
1156,824928
1157,464481
1158,464483
1159,824934
1160,792167
1161,38507
1162,988788
1163,824949
1164,824950
1165,38520
1166,5759
1167,792193
1168,661130
1169,759439
1170,857748
1171,956056
1172,333476
1173,71338
1174,104108
1175,104112
1176,104114
1177,202423
1178,825017
1179,530108
1180,399041
1181,1054403
1182,38601
1183,726744
1184,792283
1185,104156
1186,464606
1187,71390
1188,595687
1189,628462
1190,464623
1191,562931
1192,104190
1193,169737
1194,562960
1195,71443
1196,202520
1197,202522
1198,38686
1199,169764
1200,136999
1201,268076
1202,169791
1203,923460
1204,431943
1205,137046
1206,38747
1207,366429
1208,628578
1209,137089
1210,366466
1211,661380
1212,399242
1213,169867
1214,1152909
1215,825231
1216,497570
1217,71591
1218,6057
1219,726962
1220,268227
1221,432075
1222,923596
1223,366543
1224,595922
1225,137188
1226,71669
1227,432119
1228,268284
1229,628739
1230,759828
1231,268319
1232,432169
1233,137258
1234,268344
1235,6203
1236,71748
1237,825419
1238,464973
1239,38998
1240,170073
1241,39003
1242,170075
1243,399452
1244,464988
1245,170092
1246,301165
1247,268396
1248,727152
1249,39030
1250,39036
1251,104573
1252,39038
1253,71806
1254,301184
1255,301185
1256,465035
1257,39054
1258,759951
1259,39055
1260,39068
1261,301212
1262,366748
1263,596124
1264,301218
1265,137380
1266,563365
1267,235690
1268,71854
1269,891056
1270,596146
1271,399545
1272,366781
1273,71870
1274,71876
1275,71877
1276,202954
1277,825551
1278,104655
1279,825553
1280,334039
1281,235737
1282,137435
1283,71907
1284,71909
1285,989414
1286,137448
1287,858346
1288,39153
1289,39155
1290,334071
1291,71932
1292,1120517
1293,137479
1294,203034
1295,1120538
1296,170268
1297,563493
1298,596274
1299,825650
1300,104764
1301,203076
1302,39257
1303,137578
1304,301420
1305,235886
1306,39279
1307,1055092
1308,203125
1309,203128
1310,858491
1311,203131
1312,301441
1313,104848
1314,399768
1315,399769
1316,301467
1317,6557
1318,39329
1319,694690
1320,792997
1321,530861
1322,891328
1323,170436
1324,39366
1325,137672
1326,39369
1327,39368
1328,170447
1329,39375
1330,367058
1331,367059
1332,367060
1333,268759
1334,498150
1335,39399
1336,465384
1337,432632
1338,39421
1339,432637
1340,39425
1341,989698
1342,793096
1343,137746
1344,629268
1345,268821
1346,104986
1347,6687
1348,694832
1349,629304
1350,367165
1351,137796
1352,105040
1353,596562
1354,432739
1355,137838
1356,694896
1357,72306
1358,72307
1359,399987
1360,268934
1361,334470
1362,301705
1363,170633
1364,760463
1365,170640
1366,268949
1367,465563
1368,334497
1369,498337
1370,498341
1371,400038
1372,531114
1373,301746
1374,432823
1375,268987
1376,596674
1377,957128
1378,137929
1379,727756
1380,432844
1381,301777
1382,498396
1383,334558
1384,334564
1385,1022703
1386,72439
1387,695053
1388,6933
1389,891671
1390,891675
1391,498465
1392,72486
1393,498475
1394,826160
1395,6972
1396,1055579
1397,1055580
1398,760667
1399,1055587
1400,498535
1401,301929
1402,39786
1403,990059
1404,39803
1405,138112
1406,1055618
1407,236420
1408,793478
1409,662407
1410,39816
1411,39831
1412,564123
1413,793504
1414,334752
1415,564130
1416,629670
1417,39849
1418,498606
1419,859060
1420,203708
1421,203714
1422,1022920
1423,334800
1424,859091
1425,859093
1426,662498
1427,662501
1428,1154023
1429,924653
1430,957426
1431,334836
1432,269308
1433,72706
1434,72713
1435,7180
1436,7181
1437,1088529
1438,728081
1439,334868
1440,7191
1441,465949
1442,597028
1443,531495
1444,138281
1445,826411
1446,171061
1447,531512
1448,40018
1449,40021
1450,269416
1451,7278
1452,302190
1453,7280
1454,138355
1455,1023095
1456,367748
1457,334984
1458,859280
1459,72858
1460,498856
1461,433332
1462,629941
1463,7351
1464,7353
1465,531648
1466,531649
1467,1154242
1468,433350
1469,400587
1470,662735
1471,695506
1472,695510
1473,1121494
1474,138477
1475,564463
1476,72953
1477,367866
1478,367868
1479,466179
1480,1023247
1481,335126
1482,40215
1483,7446
1484,924953
1485,269597
1486,105759
1487,7459
1488,564517
1489,7461
1490,138541
1491,138547
1492,269627
1493,335175
1494,1154378
1495,73037
1496,990543
1497,73041
1498,335192
1499,826727
1500,531819
1501,269676
1502,1023358
1503,302464
1504,695682
1505,7555
1506,302470
1507,138641
1508,73107
1509,302488
1510,826779
1511,105889
1512,433574
1513,433581
1514,73140
1515,302518
1516,433601
1517,302532
1518,826822
1519,597451
1520,302548
1521,204244
1522,433629
1523,269792
1524,400865
1525,695783
1526,73198
1527,204270
1528,1023482
1529,466445
1530,400913
1531,73236
1532,466452
1533,466454
1534,335384
1535,237088
1536,73252
1537,728616
1538,499243
1539,269870
1540,532016
1541,73266
1542,40502
1543,269878
1544,794177
1545,204366
1546,499281
1547,433748
1548,73300
1549,40539
1550,302692
1551,368233
1552,335477
1553,269947
1554,466564
1555,40584
1556,40594
1557,40599
1558,925335
1559,401054
1560,925342
1561,7840
1562,335522
1563,466598
1564,302760
1565,859820
1566,401071
1567,302768
1568,335535
1569,597687
1570,204489
1571,40659
1572,466649
1573,466663
1574,466665
1575,7916
1576,466668
1577,564976
1578,335604
1579,40692
1580,73463
1581,335616
1582,7944
1583,335629
1584,630541
1585,73501
1586,565025
1587,40737
1588,827171
1589,1122083
1590,401188
1591,204584
1592,7981
1593,73518
1594,40757
1595,40759
1596,40762
1597,859995
1598,401250
1599,40808
1600,40818
1601,302964
1602,8055
1603,106361
1604,728954
1605,8061
1606,8065
1607,630661
1608,1023882
1609,696205
1610,73614
1611,827279
1612,827281
1613,958354
1614,827283
1615,827284
1616,794521
1617,8090
1618,335770
1619,303004
1620,40861
1621,925606
1622,139187
1623,303030
1624,827319
1625,434102
1626,40892
1627,106440
1628,1122252
1629,8143
1630,1122256
1631,73681
1632,171986
1633,860111
1634,597971
1635,40925
1636,139230
1637,40935
1638,139242
1639,270314
1640,303088
1641,565234
1642,696317
1643,8201
1644,925706
1645,8204
1646,630796
1647,139282
1648,40991
1649,204832
1650,73768
1651,106537
1652,434217
1653,434216
1654,761905
1655,8247
1656,270411
1657,73806
1658,368728
1659,8285
1660,958565
1661,598117
1662,729192
1663,729193
1664,729194
1665,303211
1666,729197
1667,729199
1668,729200
1669,729201
1670,270459
1671,761981
1672,8321
1673,368772
1674,8328
1675,336013
1676,172175
1677,8338
1678,401560
1679,565406
1680,991391
1681,8359
1682,696487
1683,1155245
1684,8368
1685,925875
1686,1155254
1687,499894
1688,41152
1689,729284
1690,8390
1691,729289
1692,729290
1693,336080
1694,8400
1695,270546
1696,762067
1697,1089761
1698,73953
1699,303340
1700,41202
1701,73972
1702,401661
1703,303368
1704,303369
1705,8457
1706,8456
1707,499977
1708,8461
1709,401680
1710,303377
1711,336146
1712,139540
1713,8471
1714,336157
1715,270631
1716,1024297
1717,74026
1718,1024299
1719,565548
1720,237869
1721,41262
1722,1024304
1723,74035
1724,303412
1725,401716
1726,106803
1727,368955
1728,500036
1729,270666
1730,41297
1731,434513
1732,598360
1733,303464
1734,598376
1735,106858
1736,41331
1737,729462
1738,401783
1739,41341
1740,237956
1741,860552
1742,106895
1743,74128
1744,106897
1745,762259
1746,139668
1747,532887
1748,237977
1749,401819
1750,139676
1751,172447
1752,8617
1753,663985
1754,696755
1755,172468
1756,336310
1757,172474
1758,532929
1759,8645
1760,270796
1761,41420
1762,270804
1763,336342
1764,1122775
1765,467420
1766,8676
1767,270822
1768,8681
1769,41484
1770,270873
1771,205347
1772,8747
1773,860717
1774,533043
1775,41527
1776,41532
1777,107070
1778,336446
1779,8770
1780,41543
1781,8780
1782,8781
1783,41550
1784,74320
1785,762457
1786,41565
1787,598647
1788,500351
1789,500354
1790,8836
1791,41606
1792,8847
1793,8848
1794,795282
1795,631445
1796,41622
1797,74398
1798,402079
1799,271012
1800,533158
1801,271015
1802,303784
1803,41641
1804,697003
1805,8880
1806,107185
1807,8881
1808,8884
1809,664247
1810,303812
1811,303816
1812,8908
1813,8909
1814,271062
1815,8926
1816,8929
1817,271080
1818,41707
1819,8940
1820,74477
1821,8942
1822,926448
1823,8944
1824,74480
1825,74489
1826,8960
1827,74497
1828,41732
1829,8966
1830,271113
1831,238349
1832,1090319
1833,41745
1834,41752
1835,8988
1836,631584
1837,729888
1838,402210
1839,500517
1840,795439
1841,271156
1842,631608
1843,9017
1844,303931
1845,795457
1846,9029
1847,9030
1848,41808
1849,1024855
1850,369500
1851,369507
1852,172911
1853,74612
1854,664439
1855,336761
1856,74618
1857,41850
1858,140190
1859,41886
1860,893854
1861,336815
1862,172976
1863,74678
1864,828347
1865,41922
1866,238536
1867,238541
1868,631767
1869,566241
1870,74723
1871,500712
1872,238574
1873,238575
1874,238576
1875,336908
1876,140311
1877,566296
1878,107545
1879,697385
1880,74796
1881,74797
1882,9262
1883,730159
1884,336947
1885,74808
1886,42042
1887,762947
1888,828495
1889,238685
1890,74864
1891,926833
1892,926834
1893,9330
1894,730232
1895,238729
1896,1090701
1897,74895
1898,533649
1899,599186
1900,1156249
1901,1156250
1902,74906
1903,1090716
1904,9381
1905,435377
1906,468148
1907,271543
1908,271552
1909,435396
1910,566475
1911,206031
1912,435413
1913,206046
1914,632043
1915,369909
1916,533758
1917,75007
1918,271616
1919,173321
1920,173324
1921,632078
1922,42255
1923,992530
1924,75034
1925,75036
1926,9502
1927,173343
1928,42272
1929,304420
1930,402726
1931,42280
1932,271656
1933,304425
1934,42285
1935,894255
1936,435507
1937,304437
1938,304439
1939,206139
1940,730429
1941,730430
1942,206150
1943,468310
1944,75101
1945,763229
1946,173408
1947,304485
1948,1123685
1949,238955
1950,42349
1951,42352
1952,42353
1953,337265
1954,763251
1955,337273
1956,697735
1957,566673
1958,402839
1959,664987
1960,861598
1961,42406
1962,927146
1963,370095
1964,730559
1965,107968
1966,468421
1967,533958
1968,665030
1969,697798
1970,665036
1971,140765
1972,173542
1973,239100
1974,1123847
1975,42503
1976,370195
1977,140819
1978,534037
1979,173591
1980,42521
1981,402970
1982,75308
1983,1123898
1984,271932
1985,304705
1986,42562
1987,730694
1988,42578
1989,239187
1990,42585
1991,140890
1992,599643
1993,370284
1994,566892
1995,239222
1996,468603
1997,534142
1998,501385
1999,9870
2000,337553
2001,829081
2002,140967
2003,435879
2004,992942
2005,501427
2006,140982
2007,140983
2008,140999
2009,75474
2010,665307
2011,1156828
2012,599775
2013,75498
2014,304875
2015,75502
2016,206576
2017,206578
2018,665333
2019,337654
2020,665335
2021,435964
2022,763644
2023,665350
2024,141063
2025,632582
2026,141069
2027,75537
2028,993042
2029,272151
2030,567065
2031,403230
2032,403231
2033,436005
2034,75563
2035,370480
2036,730933
2037,829238
2038,730937
2039,730939
2040,730942
2041,927555
2042,862027
2043,75598
2044,272211
2045,1058646
2046,42846
2047,42854
2048,272231
2049,108392
2050,75626
2051,730987
2052,108411
2053,468859
2054,698240
2055,108422
2056,862087
2057,10120
2058,42891
2059,75661
2060,698255
2061,665490
2062,272280
2063,10139
2064,42910
2065,239520
2066,272295
2067,305085
2068,42944
2069,1157061
2070,272327
2071,10183
2072,1157063
2073,10186
2074,10185
2075,10188
2076,763853
2077,534478
2078,10190
2079,10189
2080,10187
2081,501712
2082,927703
2083,10199
2084,10200
2085,10202
2086,10201
2087,993245
2088,993251
2089,42982
2090,272359
2091,239592
2092,993256
2093,993255
2094,600043
2095,108523
2096,993254
2097,894961
2098,272370
2099,862203
2100,108541
2101,75775
2102,829440
2103,1026049
2104,43021
2105,75792
2106,305177
2107,272410
2108,305185
2109,43053
2110,10286
2111,501810
2112,403515
2113,43073
2114,75852
2115,272464
2116,75857
2117,75868
2118,272477
2119,272484
2120,272487
2121,927847
2122,272493
2123,75886
2124,895087
2125,1157237
2126,436342
2127,10358
2128,10360
2129,10362
2130,796804
2131,10378
2132,501898
2133,272525
2134,796825
2135,796826
2136,272540
2137,796828
2138,141475
2139,272550
2140,534698
2141,698539
2142,305329
2143,305335
2144,796864
2145,43203
2146,796867
2147,796874
2148,305355
2149,141516
2150,141517
2151,796878
2152,796880
2153,403666
2154,141529
2155,665840
2156,10483
2157,10488
2158,43262
2159,1157380
2160,10503
2161,665869
2162,76055
2163,534809
2164,10523
2165,698652
2166,502044
2167,10527
2168,10529
2169,796968
2170,567597
2171,436527
2172,108859
2173,895303
2174,76103
2175,272716
2176,272718
2177,698711
2178,436572
2179,141667
2180,272740
2181,698725
2182,371050
2183,1157482
2184,272752
2185,141684
2186,141690
2187,469375
2188,469377
2189,1124738
2190,272772
2191,43400
2192,43414
2193,272796
2194,305572
2195,10661
2196,305574
2197,10665
2198,272817
2199,76214
2200,10681
2201,567741
2202,567742
2203,108992
2204,567744
2205,567746
2206,567745
2207,240076
2208,76237
2209,76239
2210,502226
2211,109011
2212,141785
2213,403945
2214,272888
2215,961021
2216,272894
2217,338435
2218,698886
2219,10761
2220,10764
2221,272909
2222,272911
2223,174611
2224,43543
2225,305688
2226,371227
2227,76315
2228,272926
2229,436768
2230,272930
2231,305700
2232,567854
2233,371248
2234,567858
2235,535091
2236,567861
2237,567862
2238,272952
2239,567865
2240,10811
2241,272957
2242,404030
2243,240192
2244,240194
2245,43587
2246,43588
2247,10821
2248,502346
2249,10828
2250,404044
2251,764494
2252,404045
2253,764504
2254,371289
2255,207452
2256,272993
2257,207459
2258,600676
2259,43624
2260,207465
2261,273009
2262,141949
2263,10885
2264,731791
2265,10900
2266,1157780
2267,240276
2268,1157785
2269,305825
2270,338593
2271,371389
2272,731838
2273,1157823
2274,1059523
2275,830155
2276,502476
2277,1157837
2278,305870
2279,43729
2280,43731
2281,43734
2282,404183
2283,43736
2284,338651
2285,568035
2286,699116
2287,273133
2288,109296
2289,436984
2290,273147
2291,600833
2292,1157891
2293,174861
2294,1157915
2295,863006
2296,305951
2297,568111
2298,568116
2299,273206
2300,338742
2301,568121
2302,207675
2303,76607
2304,568127
2305,830271
2306,273221
2307,1125189
2308,404303
2309,11098
2310,240478
2311,11108
2312,11115
2313,1158002
2314,502643
2315,11124
2316,11127
2317,76676
2318,109450
2319,502669
2320,11149
2321,11152
2322,109459
2323,142228
2324,338841
2325,895897
2326,928676
2327,1026985
2328,732075
2329,535476
2330,732087
2331,1027004
2332,994243
2333,109510
2334,240589
2335,568273
2336,568276
2337,568277
2338,568289
2339,568290
2340,240611
2341,76779
2342,11250
2343,338932
2344,11253
2345,11260
2346,44030
2347,44033
2348,44038
2349,961551
2350,44053
2351,175130
2352,404523
2353,1158187
2354,994361
2355,11321
2356,601149
2357,928834
2358,44120
2359,44127
2360,633963
2361,44143
2362,109680
2363,1092730
2364,502908
2365,142461
2366,568446
2367,273535
2368,568445
2369,568456
2370,568457
2371,208009
2372,1125518
2373,11407
2374,1125521
2375,1125522
2376,994451
2377,1125525
2378,470166
2379,1125528
2380,273562
2381,273567
2382,994465
2383,44202
2384,208043
2385,535728
2386,273586
2387,535730
2388,240827
2389,240829
2390,240835
2391,470215
2392,896205
2393,44240
2394,404689
2395,44242
2396,240861
2397,44254
2398,11499
2399,568573
2400,240894
2401,339211
2402,1027340
2403,77070
2404,568593
2405,273683
2406,863517
2407,634144
2408,830760
2409,240937
2410,240936
2411,175404
2412,732465
2413,273716
2414,306488
2415,863545
2416,601405
2417,44374
2418,798040
2419,1092957
2420,208222
2421,634206
2422,273772
2423,44396
2424,11631
2425,273791
2426,798082
2427,44428
2428,208268
2429,503184
2430,44432
2431,503186
2432,11665
2433,798101
2434,503190
2435,142743
2436,11671
2437,503191
2438,437659
2439,273830
2440,109996
2441,470461
2442,470462
2443,798145
2444,77252
2445,667078
2446,568785
2447,863697
2448,798184
2449,1093096
2450,798186
2451,77293
2452,208375
2453,44541
2454,142848
2455,44548
2456,208396
2457,142869
2458,273945
2459,11802
2460,142875
2461,470558
2462,44576
2463,896548
2464,273967
2465,273968
2466,634418
2467,896571
2468,994879
2469,273985
2470,273991
2471,470608
2472,372317
2473,44640
